year,cumulative,revenue,rev_infl,title,lead_actor,director_name
1998,1.527066244,10443316,15947635.34,Home Fries,Catherine O'Hara,Dean Parisot
2005,1.29773008,10442808,13551946.06,Alone in the Dark,Catherine Lough Haggquist,Uwe Boll
2014,1.052209187,10429707,10974233.53,Moms' Night Out,Alex Kendrick,Andrew Erwin
2001,1.423458672,10424470,14838802.22,Head Over Heels,Monica Potter,Mark Waters
2005,1.29773008,10422387,13525445.12,Water,John Abraham,Deepa Mehta
1999,1.503724247,10409377,15652832.59,The Virgin Suicides,Kirsten Dunst,Sofia Coppola
1960,8.408905088,10400000,87452612.92,Elmer Gantry,Shirley Jones,Richard Brooks
1995,1.653699331,10382407,17169379.51,The Scarlet Letter,Gary Oldman,Roland Joffé
2001,1.423458672,10372291,14764527.57,Town & Country,Del Zamora,Peter Chelsom
2007,1.21592121,10337477,12569557.55,Code Name: The Cleaner,Callum Rennie,Les Mayfield
2013,1.067622291,10337387,11036424.79,Only God Forgives,Ryan Gosling,Nicolas Winding Refn
2009,1.138489257,10329747,11760305.99,Harry Brown,Joseph Gilgun,Daniel Barber
2011,1.124115573,10324441,11605864.91,Straw Dogs,Alexander Skarsgård,Rod Lurie
1996,1.608572132,10300000,16568292.96,White Squall,Jeff Bridges,Ridley Scott
2001,1.423458672,10229331,14561029.92,The Wash,Angell Conwell,DJ Pooh
2006,1.255146149,10178331,12775292.96,Facing the Giants,Alex Kendrick,Alex Kendrick
2005,1.29773008,10166502,13193375.46,The Great Raid,James Franco,John Dahl
2011,1.124115573,10130000,11387290.75,Prom,Cameron Monaghan,Joe Nussbaum
2008,1.182197002,10089373,11927626.51,Punisher: War Zone,Julie Benz,Lexi Alexander
1996,1.608572132,10070000,16198321.37,Mrs. Winterbourne,Brendan Fraser,Richard Benjamin
2005,1.29773008,10047674,13039168.79,Cry_Wolf,Julian Morris,Jeff Wadlow
1999,1.503724247,10037390,15093466.72,Godzilla 2000,Hiroshi Abe,Takao Okawara
1993,1.746902839,10032765,17526265.66,What's Eating Gilbert Grape,Johnny Depp,Lasse Hallström
1995,1.653699331,10017322,16565638.69,Cutthroat Island,Christopher Masterson,Renny Harlin
2001,1.423458672,10013424,14253695.23,Kissing Jessica Stein,Scott Cohen,Charles Herman-Wurmfeld
2002,1.384334996,10011050,13858646.86,Moonlight Mile,Jake Gyllenhaal,Brad Silberling
2008,1.182197002,10000000,11821970.02,Journey to the Center of the Earth,Josh Hutcherson,Eric Brevig
2004,1.332473386,10000000,13324733.86,What the #$*! Do We (K)now!?,Marlee Matlin,William Arntz
2005,1.29773008,10000000,12977300.8,King Kong,Naomi Watts,Peter Jackson
1963,8.103126721,10000000,81031267.21,Hud,Patricia Neal,Martin Ritt
1961,8.288067061,10000000,82880670.61,Judgment at Nuremberg,Maximilian Schell,Stanley Kramer
1963,8.103126721,10000000,81031267.21,55 Days at Peking,Ava Gardner,Nicholas Ray
2016,1.034185663,9930095,10269561.88,Our Kind of Traitor,Radivoje Bukvic,Susanna White
2000,1.47152684,9902115,14571227.99,Whatever It Takes,James Franco,David Raynr
1998,1.527066244,9898412,15115530.84,Very Bad Things,Jon Favreau,Peter Berg
2005,1.29773008,9879971,12821535.56,Tsotsi,Terry Pheto,Gavin Hood
1995,1.653699331,9851610,16291600.87,Jade,Michael Biehn,William Friedkin
1990,1.977302366,9833553,19443907.62,Ghost,Demi Moore,Jerry Zucker
2008,1.182197002,9793496,11577841.61,The Express,Dennis Quaid,Gary Fleder
1996,1.608572132,9789900,15747760.31,Faithful,Chazz Palminteri,Paul Mazursky
2009,1.138489257,9760104,11111773.55,Moon,Kevin Spacey,Duncan Jones
2003,1.362721798,9726954,13255132.24,My Life Without Me,Sarah Polley,Isabel Coixet
1972,6.053580983,9700000,58719735.54,Conquest of the Planet of the Apes,Roddy McDowall,J. Lee Thompson
2012,1.089714997,9636289,10500808.64,Seeking a Friend for the End of the World,Steve Carell,Lorene Scafaria
2012,1.089714997,9627492,10491222.42,The Apparition,Julianna Guill,Todd Lincoln
2004,1.332473386,9584131,12770599.49,District B13,David Belle,Pierre Morel
2006,1.255146149,9500000,11923888.42,Running Scared,Paul Walker,Wayne Kramer
1998,1.527066244,9495408,14500117.03,The Red Violin,Johannes Silberschneider,François Girard
2013,1.067622291,9494789,10136848.39,The Young and Prodigious T.S. Spivet,Callum Rennie,Jean-Pierre Jeunet
2012,1.089714997,9489829,10341208.98,Bullet to the Head,Sylvester Stallone,Walter Hill
1996,1.608572132,9482579,15253412.32,She's the One,John Mahoney,Edward Burns
2010,1.142551557,9479718,10831066.56,Stone,Robert De Niro,John Curran
2010,1.142551557,9455232,10803090.04,Never Let Me Go,Andrew Garfield,Mark Romanek
2006,1.255146149,9450897,11862256.97,All the King's Men,Kate Winslet,Steven Zaillian
1964,8.003904761,9440272,75559038.01,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,George C. Scott,Stanley Kubrick
2008,1.182197002,9323833,11022607.42,Miracle at St. Anna,Joseph Gordon-Levitt,Spike Lee
2002,1.384334996,9304609,12880695.87,Secretary,Jeremy Davies,Steven Shainberg
1962,8.200264845,9250000,75852449.81,Lolita,James Mason,Stanley Kubrick
2002,1.384334996,9237470,12787753,Dark Blue,Khandi Alexander,Ron Shelton
2011,1.124115573,9206470,10349136.3,Bernie,Matthew McConaughey,Richard Linklater
1995,1.653699331,9190819,15198851.23,Bad Boys,Will Smith,Michael Bay
2012,1.089714997,9138338,9958183.966,The Sessions,W. Earl Brown,Ben Lewin
2004,1.332473386,9109322,12137929.13,Superbabies: Baby Geniuses 2,Scott Baio,Bob Clark
1999,1.503724247,9016377,13558144.72,Trippin',Donald Faison,David Raynr
2000,1.47152684,9000000,13243741.56,3 Strikes,Mo'Nique,DJ Pooh
1998,1.527066244,9000000,13743596.2,Doctor Dolittle,Oliver Platt,Betty Thomas
2008,1.182197002,8900000,10521553.32,Stargate: The Ark of Truth,Ben Browder,Robert C. Cooper
1994,1.696818575,8880705,15068945.2,The Inkwell,Jada Pinkett Smith,Matty Rich
1973,5.861767636,8844595,51844960.73,Battle for the Planet of the Apes,Roddy McDowall,J. Lee Thompson
1984,2.461039993,8801940,21661926.36,Body Double,Melanie Griffith,Brian De Palma
2012,1.089714997,8784318,9572403.063,On the Road,Kristen Stewart,Walter Salles
2008,1.182197002,8762890,10359462.29,The Rocker,Emma Stone,Peter Cattaneo
1977,4.307270464,8720000,37559398.45,Damnation Alley,George Peppard,Jack Smight
2003,1.362721798,8679814,11828171.74,The Station Agent,Peter Dinklage,Tom McCarthy
1984,2.461039993,8613462,21198074.46,The Bounty,Liam Neeson,Roger Donaldson
2002,1.384334996,8586376,11886420.79,Boat Trip,Vivica A. Fox,Mort Nathan
2013,1.067622291,8555008,9133517.241,The Fifth Estate,Benedict Cumberbatch,Bill Condon
2002,1.384334996,8493890,11758389.18,Big Trouble,Zooey Deschanel,Barry Sonnenfeld
2009,1.138489257,8459458,9631002.056,Chloe,Liam Neeson,Atom Egoyan
2010,1.142551557,8454301,9659474.769,Barney's Version,Mark Addy,Richard J. Lewis
1999,1.503724247,8434146,12682629.85,Play It to the Bone,Willie Garson,Ron Shelton
1988,2.15726806,8373585,18064067.47,The Last Temptation of Christ,Irvin Kershner,Martin Scorsese
2013,1.067622291,8371085,8937156.947,The Great Beauty,Toni Servillo,Paolo Sorrentino
1997,1.562764318,8345056,13041355.75,A Simple Wish,Mara Wilson,Michael Ritchie
2000,1.47152684,8279017,12182795.72,Shadow of the Vampire,Eddie Izzard,E. Elias Merhige
2010,1.142551557,8220215,9392019.445,Loose Cannons,Riccardo Scamarcio,Ferzan Ozpetek
2004,1.332473386,8203235,10930592.32,The Machinist,Christian Bale,Brad Anderson
1961,8.288067061,8200000,67962149.9,The Misfits,Montgomery Clift,John Huston
2005,1.29773008,8178569,10613575.01,Alone in the Dark,Catherine Lough Haggquist,Uwe Boll
2006,1.255146149,8176544,10262757.71,This Is England,Stephen Graham,Shane Meadows
2007,1.21592121,8159508,9921318.844,Control,Sam Riley,Anton Corbijn
2012,1.089714997,8138788,8868959.341,Promised Land,Matt Damon,Gus Van Sant
2012,1.089714997,8109160,8836673.265,Ernest & Celestine,Mackenzie Foy,Stéphane Aubier
2012,1.089714997,8096542,8822923.241,The Master,Mike Howard,Paul Thomas Anderson
1997,1.562764318,8038061,12561594.92,The Ice Storm,Joan Allen,Ang Lee
1998,1.527066244,8026971,12257716.46,Woo,LL Cool J,Daisy von Scherler Mayer
1986,2.278768981,8025872,18289108.16,The Texas Chainsaw Massacre 2,Bill Johnson,Tobe Hooper
1975,4.971159371,8000000,39769274.97,Death Race 2000,Sylvester Stallone,Paul Bartel
2013,1.067622291,8000000,8540978.329,Zulu,Orlando Bloom,Jérôme Salle
1962,8.200264845,8000000,65602118.76,The Man Who Shot Liberty Valance,Lee Marvin,John Ford
1993,1.746902839,7993039,13963062.52,Dazed and Confused,Milla Jovovich,Richard Linklater
2007,1.21592121,7938872,9653042.851,Funny Games,Naomi Watts,Michael Haneke
1976,4.554715082,7900000,35982249.15,Family Plot,Ed Lauter,Alfred Hitchcock
2004,1.332473386,7900000,10526539.75,The Alamo,Dennis Quaid,John Lee Hancock
2010,1.142551557,7871522,8993619.715,Inside Job,Matt Damon,Charles Ferguson
1994,1.696818575,7830611,13287126.2,Hoop Dreams,William Gates,Steve James
1994,1.696818575,7820688,13270288.67,Serial Mom,Kathleen Turner,John Waters
2003,1.362721798,7808524,10640845.86,Tupac: Resurrection,James Cagney,Lauren Lazin
2013,1.067622291,7800000,8327453.871,Bad Words,Beth Grant,Jason Bateman
2005,1.29773008,7800000,10122294.63,Sahara,Matthew McConaughey,Breck Eisner
2006,1.255146149,7659918,9614316.579,A Scanner Darkly,Robert Downey Jr.,Richard Linklater
1961,8.288067061,7600000,62989309.66,The Hustler,George C. Scott,Robert Rossen
2014,1.052209187,7587485,7983621.426,While We're Young,Naomi Watts,Noah Baumbach
1995,1.653699331,7563728,12508131.93,Hackers,Angelina Jolie Pitt,Iain Softley
2011,1.124115573,7448385,8372845.572,The Big Year,Joel McHale,David Frankel
1991,1.876034824,7434726,13947804.88,Harley Davidson and the Marlboro Man,Vanessa Williams,Simon Wincer
1995,1.653699331,7412216,12257576.64,Kids,Rosario Dawson,Larry Clark
2008,1.182197002,7400000,8748257.814,The Children of Huang Shi,Radha Mitchell,Roger Spottiswoode
2000,1.47152684,7390108,10874742.27,Requiem for a Dream,Ellen Burstyn,Darren Aronofsky
2006,1.255146149,7314027,9180172.822,American Dreamz,Judy Greer,Paul Weitz
1999,1.503724247,7292175,10965420.36,Outside Providence,Jonathan Brandis,Michael Corrente
1988,2.15726806,7282851,15711061.85,Phantasm II,Angus Scrimm,Don Coscarelli
1998,1.527066244,7267585,11098083.73,Run Lola Run,Moritz Bleibtreu,Tom Tykwer
2003,1.362721798,7266209,9901821.39,Gigli,Todd Giebenhain,Martin Brest
1978,4.044321463,7230000,29240444.18,Force 10 from Navarone,Harrison Ford,Guy Hamilton
2006,1.255146149,7177143,9008363.397,Rescue Dawn,Christian Bale,Werner Herzog
2002,1.384334996,7103973,9834278.436,The Adventures of Pluto Nash,Rosario Dawson,Ron Underwood
2010,1.142551557,7103838,8116501.166,Incendies,Lubna Azabal,Denis Villeneuve
2000,1.47152684,7060876,10390268.55,Quills,Kate Winslet,Philip Kaufman
2009,1.138489257,7022728,7995300.385,The Joneses,Demi Moore,Derrick Borte
2005,1.29773008,7022209,9112931.85,Hard Candy,Odessa Rae,David Slade
2013,1.067622291,7018189,7492775.02,Black Nativity,Jennifer Hudson,Kasi Lemmons
1996,1.608572132,7011317,11278209.13,Bound,Christopher Meloni,Lana Wachowski
2015,1.035412488,7002261,7250228.484,Our Brand Is Crisis,Dominic Flores,David Gordon Green
2008,1.182197002,7000000,8275379.013,An American Carol,Chriss Anglin,David Zucker
2006,1.255146149,7000000,8786023.043,Crossover,Wesley Jonathan,Preston A. Whitmore II
2007,1.21592121,7000000,8511448.473,High School Musical 2,Lucas Grabeel,Kenny Ortega
1977,4.307270464,7000000,30150893.25,Eraserhead,Hal Landon Jr.,David Lynch
1985,2.35956602,6948633,16395758.31,Red Sonja,Ernie Reyes Jr.,Richard Fleischer
2011,1.124115573,6928068,7787949.13,Take Me Home Tonight,Topher Grace,Michael Dowse
2011,1.124115573,6861102,7712671.606,Cedar Rapids,Kurtwood Smith,Miguel Arteta
2013,1.067622291,6854611,7318135.5,The Spectacular Now,Shailene Woodley,James Ponsoldt
1999,1.503724247,6852450,10304195.22,200 Cigarettes,Janeane Garofalo,Risa Bramon Garcia
2012,1.089714997,6842058,7455893.213,The Collection,Daniel Sharman,Marcus Dunstan
2013,1.067622291,6833445,7295538.207,The Green Inferno,Daryl Sabara,Eli Roth
1999,1.503724247,6819587,10254778.33,Flawless,Robert De Niro,Joel Schumacher
2010,1.142551557,6814789,7786247.781,Centurion,Michael Fassbender,Neil Marshall
2004,1.332473386,6808550,9072211.674,The Big Bounce,Morgan Freeman,George Armitage
2004,1.332473386,6804016,9066170.239,Woman Thou Art Loosed,Loretta Devine,Michael Schultz
1964,8.003904761,6800000,54426552.38,The Train,Jeanne Moreau,John Frankenheimer
2006,1.255146149,6754898,8478384.211,Running with Scissors,Jill Clayburgh,Ryan Murphy
1992,1.799813376,6739141,12129196.11,Fortress,Christopher Lambert,Stuart Gordon
1989,2.072746811,6706368,13900602.89,Roger & Me,Michael Moore,Michael Moore
2008,1.182197002,6673422,7889299.48,What Just Happened,Robert De Niro,Barry Levinson
2009,1.138489257,6670712,7594533.951,City Island,Ezra Miller,Raymond De Felitta
2004,1.332473386,6614280,8813352.069,Against the Ropes,Omar Epps,Charles S. Dutton
1963,8.103126721,6600000,53480636.36,Donovan's Reef,Lee Marvin,John Ford
2008,1.182197002,6575282,7773278.667,Strange Wilderness,Kevin Alejandro,Fred Wolf
2006,1.255146149,6538177,8206367.683,Grandma's Boy,Linda Cardellini,Nicholaus Goossen
2007,1.21592121,6530000,7939965.504,The Touch,Necar Zadegan,Jane Clark
2010,1.142551557,6500000,7426585.119,Space Dogs,Sergey Garmash,Inna Evlannikova
2010,1.142551557,6491240,7416576.367,It's Kind of a Funny Story,Zoë Kravitz,Anna Boden
2016,1.034185663,6490401,6712279.663,The Young Messiah,Clive Russell,Cyrus Nowrasteh
2015,1.035412488,6485961,6715645.016,Little Boy,Tom Wilkinson,Alejandro Monteverde
1997,1.562764318,6482195,10130143.05,Switchback,Gregory Scott Cummins,Jeb Stuart
1998,1.527066244,6451628,9852063.341,Gods and Monsters,Brendan Fraser,Bill Condon
2002,1.384334996,6413915,8879006.998,Slackers,Jaime King,Dewey Nicks
2009,1.138489257,6405245,7292302.623,Post Grad,J.K. Simmons,Vicky Jenson
2012,1.089714997,6294161,6858841.635,The Sweeney,Hayley Atwell,Nick Love
2008,1.182197002,6230276,7365413.608,College,Drake Bell,Deb Hagan
2016,1.034185663,6212282,6424652.98,Midnight Special,Kirsten Dunst,Jeff Nichols
2003,1.362721798,6126237,8348356.697,Chasing Papi,Carlos Ponce,Linda Mendoza
2010,1.142551557,6110000,6980990.012,MacGruber,Jasper Cole,Jorma Taccone
2013,1.067622291,6108720,6521805.642,All Is Lost,Robert Redford,J.C. Chandor
2011,1.124115573,6038942,6788468.747,We Need to Talk About Kevin,Ezra Miller,Lynne Ramsay
1999,1.503724247,6033999,9073470.604,Foolish,Eddie Griffin,Dave Meyers
2003,1.362721798,6003587,8181218.868,American Splendor,Josh Hutcherson,Shari Springer Berman
1982,2.695843644,6000000,16175061.86,Butterfly,Stacy Keach,Matt Cimber
1969,7.047041207,6000000,42282247.24,Topaz,Roscoe Lee Browne,Alfred Hitchcock
2005,1.29773008,5989640,7772935.998,A Sound of Thunder,David Oyelowo,Peter Hyams
2005,1.29773008,5967038,7743604.703,Harsh Times,J.K. Simmons,David Ayer
2008,1.182197002,5926410,7006184.134,Transsiberian,Thomas Kretschmann,Brad Anderson
1987,2.236322512,5923044,13245836.64,Evil Dead II,Ted Raimi,Sam Raimi
2006,1.255146149,5914908,7424073.998,The Good German,Tony Curran,Steven Soderbergh
1986,2.278768981,5900000,13444736.98,Highlander,Christopher Lambert,Russell Mulcahy
1994,1.696818575,5887457,9989946.398,Ed Wood,Johnny Depp,Tim Burton
2013,1.067622291,5867686,6264472.371,The Immigrant,Jeremy Renner,James Gray
2009,1.138489257,5837674,6646129.137,Bodyguards and Assassins,Bingbing Fan,Teddy Chan
1968,7.348076442,5835247,42877841.01,Night of the Living Dead,Judith O'Dea,George A. Romero
2009,1.138489257,5802422,6605995.114,Carriers,Christopher Meloni,David Pastor
1984,2.461039993,5778353,14220757.83,Sheena,Tanya Roberts,John Guillermin
2007,1.21592121,5761917,7006037.093,Lucky You,Robert Downey Jr.,Curtis Hanson
2002,1.384334996,5738952,7944632.095,Crossroads,Britney Spears,Tamra Davis
1996,1.608572132,5731103,9218892.57,Get on the Bus,Bernie Mac,Spike Lee
2011,1.124115573,5728213,6439173.439,The Devil's Double,Mem Ferda,Lee Tamahori
1997,1.562764318,5684789,8883985.407,Kundun,Tenzin Thuthob Tsarong,Martin Scorsese
2015,1.035412488,5659286,5859695.398,Anomalisa,Jennifer Jason Leigh,Duke Johnson
2011,1.124115573,5634828,6334197.906,Albert Nobbs,Mia Wasikowska,Rodrigo García
2006,1.255146149,5602431,7031869.694,The Illusionist,Rufus Sewell,Neil Burger
1998,1.527066244,5596708,8546543.867,Central Station,Fernanda Montenegro,Walter Salles
2010,1.142551557,5585154,6381326.398,Loose Cannons,Riccardo Scamarcio,Ferzan Ozpetek
2006,1.255146149,5542025,6956051.336,For Your Consideration,John Michael Higgins,Christopher Guest
1995,1.653699331,5535405,9153895.545,Before Sunrise,Hanno Pöschl,Richard Linklater
2008,1.182197002,5530764,6538452.619,The Brothers Bloom,Zachary Gordon,Rian Johnson
2013,1.067622291,5496951,5868667.421,The Frozen Ground,Nicolas Cage,Scott Walker
2014,1.052209187,5483299,5769577.585,Wish I Was Here,Jim Parsons,Zach Braff
2010,1.142551557,5476793,6257518.368,Tucker and Dale vs Evil,Katrina Bowden,Eli Craig
2001,1.423458672,5476060,7794945.096,Made,Jon Favreau,Jon Favreau
2014,1.052209187,5471376,5757032.094,Wolves,Jason Momoa,David Hayter
2007,1.21592121,5410749,6579044.473,Virgin Territory,Hayden Christensen,David Leland
2001,1.423458672,5409517,7700223.886,Monkeybone,Brendan Fraser,Henry Selick
2014,1.052209187,5405500,5687716.762,Mr. Turner,Lesley Manville,Mike Leigh
2013,1.067622291,5380251,5744075.899,Under the Skin,Scarlett Johansson,Jonathan Glazer
2007,1.21592121,5364858,6523244.633,Diary of the Dead,Megan Park,George A. Romero
2002,1.384334996,5359645,7419544.141,Equilibrium,Christian Bale,Kurt Wimmer
2011,1.124115573,5355847,6020591.019,October Baby,Rachel Hendrix,Andrew Erwin
2010,1.142551557,5332926,6093142.903,Beginners,Goran Visnjic,Mike Mills
1968,7.348076442,5321508,39102847.57,Once Upon a Time in the West,Claudia Cardinale,Sergio Leone
2012,1.089714997,5310554,5786990.336,Won't Back Down,Holly Hunter,Daniel Barnz
2014,1.052209187,5284309,5560198.478,The Skeleton Twins,Ty Burrell,Craig Johnson
2001,1.423458672,5271666,7503998.684,Glitter,Mariah Carey,Vondie Curtis-Hall
2000,1.47152684,5217498,7677688.344,The In Crowd,Matthew Settle,Mary Lambert
2009,1.138489257,5210988,5932653.858,Bandslam,Scott Porter,Todd Graff
2006,1.255146149,5179037,6500448.346,Shortbus,Sook-Yin Lee,John Cameron Mitchell
2000,1.47152684,5164404,7599559.097,The House of Mirth,Eric Stoltz,Terence Davies
2010,1.142551557,5129058,5860213.203,Rabbit Hole,Dianne Wiest,John Cameron Mitchell
2000,1.47152684,5108820,7517765.75,Gossip,Norman Reedus,Davis Guggenheim
2005,1.29773008,5048693,6551840.772,The Proposition,Ray Winstone,John Hillcoat
1975,4.971159371,5028948,24999701.98,Monty Python and the Holy Grail,Eric Idle,Terry Gilliam
2009,1.138489257,5024782,5720660.328,Solitary Man,Jenna Fischer,Brian Koppelman
2004,1.332473386,5001655,6664572.174,Club Dread,Brittany Daniel,Jay Chandrasekhar
1970,6.682042253,5000000,33410211.27,The Ballad of Cable Hogue,Slim Pickens,Sam Peckinpah
1961,8.288067061,5000000,41440335.3,Pocketful of Miracles,Ann-Margret,Frank Capra
2014,1.052209187,5000000,5261045.937,Miss Julie,Samantha Morton,Liv Ullmann
1996,1.608572132,4939939,7946248.208,Girl 6,Michael Imperioli,Spike Lee
2003,1.362721798,4922166,6707542.899,From Justin to Kelly,Anika Noni Rose,Robert Iscove
2006,1.255146149,4911725,6164932.718,Half Nelson,Ryan Gosling,Ryan Fleck
1997,1.562764318,4905000,7665358.982,Titanic,Leonardo DiCaprio,James Cameron
1986,2.278768981,4884663,11131018.52,Invaders from Mars,Louise Fletcher,Tobe Hooper
1980,3.37746584,4865000,16431371.31,Galaxina,Stephen Macht,William Sachs
2003,1.362721798,4861022,6624220.638,Oldboy,Min-sik Choi,Chan-wook Park
2015,1.035412488,4842699,5014191.02,90 Minutes in Heaven,Hayden Christensen,Michael Polish
2002,1.384334996,4777465,6613611.993,Igby Goes Down,Kieran Culkin,Burr Steers
1964,8.003904761,4750000,38018547.62,The Fall of the Roman Empire,James Mason,Anthony Mann
2001,1.423458672,4720371,6719253.036,The Other Side of Heaven,Anne Hathaway,Mitch Davis
1992,1.799813376,4651977,8372690.428,Radio Flyer,Adam Baldwin,Richard Donner
2010,1.142551557,4634062,5294654.752,Dylan Dog: Dead of Night,Marco St. John,Kevin Munroe
2006,1.255146149,4630045,5811383.151,Let's Go to Prison,Dylan Baker,Bob Odenkirk
2007,1.21592121,4607608,5602488.296,Love in the Time of Cholera,Marcela Mar,Mike Newell
2003,1.362721798,4601043,6269941.588,Thirteen,Holly Hunter,Catherine Hardwicke
1998,1.527066244,4562146,6966699.159,Meet the Deedles,Paul Walker,Steve Boyum
1996,1.608572132,4505922,7248100.557,Swingers,Jon Favreau,Doug Liman
1999,1.503724247,4488529,6749509.892,Flawless,Robert De Niro,Joel Schumacher
2009,1.138489257,4440055,5054954.92,Bright Star,Abbie Cornish,Jane Campion
1974,5.520711336,4420000,24401544.1,The Conversation,Harrison Ford,Francis Ford Coppola
1999,1.503724247,4398989,6614866.423,Simply Irresistible,Sarah Michelle Gellar,Mark Tarlov
2005,1.29773008,4386236,5692150.397,The Lost City,Danny Pino,Andy Garcia
1994,1.696818575,4350774,7382474.14,PCU,Jon Favreau,Hart Bochner
1995,1.653699331,4300000,7110907.123,Four Rooms,Salma Hayek,Allison Anders
2006,1.255146149,4291965,5387043.341,Catch a Fire,Derek Luke,Phillip Noyce
2010,1.142551557,4270000,4878695.147,Four Lions,Kayvan Novak,Christopher Morris
2002,1.384334996,4245870,5877706.431,Men with Brooms,Molly Parker,Paul Gross
2010,1.142551557,4242978,4847821.119,Monsters,Scoot McNairy,Gareth Edwards
2013,1.067622291,4235151,4521541.614,The Lunchbox,Nawazuddin Siddiqui,Ritesh Batra
1999,1.503724247,4217115,6341378.079,Detroit Rock City,Natasha Lyonne,Adam Rifkin
2015,1.035412488,4215859,4365153.056,Hot Pursuit,Jim Gaffigan,Anne Fletcher
2001,1.423458672,4186931,5959923.241,Lovely & Amazing,Aunjanue Ellis,Nicole Holofcener
2011,1.124115573,4176932,4695354.309,Priest,Josh Wingate,Scott Stewart
1999,1.503724247,4152230,6243808.931,Idle Hands,Vivica A. Fox,Rodman Flender
2015,1.035412488,4100000,4245191.201,Heist,Robert De Niro,Scott Mann
2012,1.089714997,4069826,4434950.427,Frances Ha,Greta Gerwig,Noah Baumbach
2003,1.362721798,4069090,5545037.639,The Visual Bible: The Gospel of John,Henry Ian Cusick,Philip Saville
1995,1.653699331,4064495,6721452.662,Tank Girl,Naomi Watts,Rachel Talalay
2008,1.182197002,4040588,4776771.019,Bottle Shock,Alan Rickman,Randall Miller
2013,1.067622291,4037782,4310826.07,The Geographer Drank His Globe Away,Konstantin Khabenskiy,Aleksandr Veledinskiy
2012,1.089714997,4007792,4367351.047,Safety Not Guaranteed,Mary Lynn Rajskub,Colin Trevorrow
2007,1.21592121,4001121,4865047.889,I'm Not There.,Christian Bale,Todd Haynes
1999,1.503724247,4000000,6014896.989,Human Traffic,Danny Dyer,Justin Kerrigan
1982,2.695843644,4000000,10783374.58,Cat People,Ed Begley Jr.,Paul Schrader
1971,6.313447091,4000000,25253788.36,Willy Wonka & the Chocolate Factory,Peter Ostrum,Mel Stuart
2008,1.182197002,3983997,4709869.309,Eden Lake,Michael Fassbender,James Watkins
2011,1.124115573,3964682,4456760.778,Attack the Block,John Boyega,Joe Cornish
2009,1.138489257,3878993,4416191.86,The Perfect Game,Clifton Collins Jr.,William Dear
2008,1.182197002,3830137,4527976.478,Choke,Anjelica Huston,Clark Gregg
2014,1.052209187,3758328,3954547.251,Escobar: Paradise Lost,Josh Hutcherson,Andrea Di Stefano
2015,1.035412488,3727746,3859754.761,By the Sea,Brad Pitt,Angelina Jolie Pitt
2011,1.124115573,3665069,4119961.139,Killer Joe,Matthew McConaughey,William Friedkin
2009,1.138489257,3606395,4105841.965,After.Life,Liam Neeson,Agnieszka Wojtowicz-Vosloo
1997,1.562764318,3566637,5573813.04,Cats Don't Dance,George Kennedy,Mark Dindal
2013,1.067622291,3566225,3807381.305,The To Do List,Donald Glover,Maggie Carey
2011,1.124115573,3542353,3982014.172,Like Crazy,Jennifer Lawrence,Drake Doremus
2011,1.124115573,3538446,3977622.253,Martha Marcy May Marlene,Christopher Abbott,Sean Durkin
2008,1.182197002,3533227,4176970.366,The Midnight Meat Train,Bradley Cooper,Ryûhei Kitamura
1986,2.278768981,3500000,7975691.432,The Wraith,Clint Howard,Mike Marvin
1980,3.37746584,3484331,11768208.93,Heaven's Gate,Jeff Bridges,Michael Cimino
1988,2.15726806,3468572,7482639.59,Talk Radio,Michael Wincott,Oliver Stone
2010,1.142551557,3453043,3945279.655,Wild Target,Rupert Grint,Jonathan Lynn
2014,1.052209187,3442853,3622601.557,The Homesman,Barry Corbin,Tommy Lee Jones
2003,1.362721798,3432342,4677327.26,The Barbarian Invasions,Marie-Josée Croze,Denys Arcand
1984,2.461039993,3412497,8398291.594,C.H.U.D.,Daniel Stern,Douglas Cheek
2015,1.035412488,3387000,3506942.097,Demonic,Frank Grillo,Will Canon
2004,1.332473386,3347647,4460650.534,The Work and the Glory,Eric Johnson,Russell Holt
2011,1.124115573,3338228,3752554.081,Unknown,Liam Neeson,Jaume Collet-Serra
2012,1.089714997,3325038,3623343.774,Robot & Frank,Frank Langella,Jake Schreier
2015,1.035412488,3324330,3442052.796,Child 44,Tom Hardy,Daniel Espinosa
1990,1.977302366,3300000,6525097.809,Ghost,Demi Moore,Jerry Zucker
1993,1.746902839,3283371,5735730.121,Only the Strong,Antoni Corone,Sheldon Lettich
1993,1.746902839,3275585,5722128.735,Romeo Is Bleeding,Gary Oldman,Peter Medak
1997,1.562764318,3263585,5100214.188,The Sweet Hereafter,Bruce Greenwood,Atom Egoyan
2011,1.124115573,3251794,3655392.276,Straw Dogs,Alexander Skarsgård,Rod Lurie
1998,1.527066244,3221152,4918912.487,Pi,Mark Margolis,Darren Aronofsky
2015,1.035412488,3220371,3334412.35,Green Room,Alia Shawkat,Jeremy Saulnier
1993,1.746902839,3214998,5616289.133,Alive,Illeana Douglas,Frank Marshall
1967,7.551822849,3200000,24165833.12,Point Blank,Lee Marvin,John Boorman
2011,1.124115573,3200000,3597169.834,Your Sister's Sister,Mark Duplass,Lynn Shelton
1999,1.503724247,3193102,4801544.901,The Limey,Peter Fonda,Steven Soderbergh
